round,context_music,context_sports,context_tech,action_taken,reward,true_prob_music,true_prob_sports,true_prob_tech,observed_true_prob,optimal_action,phase
54,0.0062668067014730435,0.7589193965093057,0.23481379678922126,1,0,0.23865174087052657,0.11115516727152577,0.6501930918579476,0.11115516727152577,2,tech
55,0.5550103058815132,0.21077490951632216,0.23421478460216463,1,0,0.16044246718342337,0.1016438810760226,0.7379136517405541,0.1016438810760226,2,tech
56,0.5817297928194659,0.28406065365207317,0.13420955352846076,1,0,0.15623366361578853,0.09583349821916413,0.7479328381650472,0.09583349821916413,2,tech
57,0.8969935876998415,0.046304990670670405,0.056701421629488116,1,0,0.12126440360264851,0.08558327274225834,0.7931523236550931,0.08558327274225834,2,tech
58,0.3174991597252074,0.19310163494785884,0.4893992053269338,0,0,0.193859585164827,0.12127155579509102,0.684868859040082,0.193859585164827,2,tech
59,0.5816052464830471,0.1342628853506925,0.2841318681662604,2,1,0.15768804688349192,0.1038219109813035,0.7384900421352046,0.7384900421352046,2,tech
60,0.32732711631120526,0.4399210296025536,0.23275185408624116,1,0,0.1901437341458933,0.10594023274133056,0.7039160331127762,0.10594023274133056,2,tech
61,0.25299725834145154,0.2750095535232966,0.47199318813525176,1,0,0.20288997602459863,0.12140620467080296,0.6757038193045983,0.12140620467080296,2,tech
62,0.385892470471072,0.33511553029159863,0.2789919992373295,0,0,0.18258304819838586,0.10744928138462287,0.7099676704169912,0.18258304819838586,2,tech
63,0.5729563510865838,0.2769282319432013,0.150115416970215,1,0,0.157446461292734,0.096828461754477,0.7457250769527891,0.096828461754477,2,tech
64,0.3483897504775377,0.1477226416622059,0.5038876078602564,2,1,0.18969298760866102,0.12156955699702758,0.6887374553943114,0.6887374553943114,2,tech
65,0.3590429556189593,0.6016336447179194,0.03932339966312128,1,0,0.18374009279990788,0.0951047329524067,0.7211551742476854,0.0951047329524067,2,tech
66,0.8531303258916403,0.016203186208737,0.13066648789962274,0,0,0.12628728700552846,0.09005563086510349,0.783657082129368,0.12628728700552846,2,tech
67,0.21238699875620615,0.6680359995873797,0.11957700165641424,1,0,0.2054294573153567,0.10171820506927508,0.6928523376153682,0.10171820506927508,2,tech
68,0.4987436864723486,0.21404674190852985,0.2872095716191214,0,0,0.16793406640735747,0.10569851060260083,0.7263674229900416,0.16793406640735747,2,tech
69,0.47510215074446516,0.48994773306959627,0.03495011618593856,2,1,0.1683920293455216,0.0928332724462127,0.7387746982082658,0.7387746982082658,2,tech
70,0.47290046687189,0.2538384172268429,0.273261115901267,0,0,0.17109147164655547,0.10543804547319943,0.723470482880245,0.17109147164655547,2,tech
71,0.09542773597063986,0.8687219133316784,0.035850350697681756,2,0,0.2222551530499547,0.09906000007941457,0.6786848468706307,0.6786848468706307,2,tech
72,0.49104481056762894,0.4157738818278698,0.09318130760450123,0,0,0.1669841010732397,0.09547652913161435,0.7375393697951459,0.1669841010732397,2,tech
73,0.4113430972160699,0.16869526443867755,0.4199616383452525,1,0,0.18046941519328313,0.11515651971862392,0.704374065088093,0.11515651971862392,2,tech
74,0.31642200857278846,0.24784801019013886,0.4357299812370727,0,0,0.19355757889548653,0.11797812734078582,0.6884642937637276,0.19355757889548653,2,tech
75,0.6364379397255131,0.06633485716583515,0.2972272031086518,1,0,0.1513194966525011,0.103379715667853,0.7453007876796459,0.103379715667853,2,tech
76,0.31040464363695924,0.23756592856014183,0.4520294278028989,1,0,0.1945407378315474,0.11909175361826882,0.6863675085501838,0.11909175361826882,2,tech
77,0.2805919259302146,0.39146889655553657,0.3279391775142489,0,1,0.1976475848685636,0.11220779305482628,0.6901446220766101,0.1976475848685636,2,tech
78,0.3558344222252038,0.27498771869860883,0.3691778590761873,2,0,0.18751009594100473,0.11322895749099236,0.699260946568003,0.699260946568003,2,tech
79,0.2643208188918808,0.2383129240011853,0.4973662571069339,2,0,0.20146639311481007,0.12278665293103483,0.6757469539541551,0.6757469539541551,2,tech
80,0.421146093062061,0.2104688661579773,0.36838504077996176,0,0,0.17871262654503386,0.111902739533995,0.7093846339209711,0.17871262654503386,2,tech
81,0.26815574324750624,0.37932757076798457,0.3525166859845093,0,0,0.199655559325445,0.11387489519250449,0.6864695454820505,0.199655559325445,2,tech
82,0.6912234553825184,0.30041133569149675,0.008365208925984973,0,0,0.14230003344948491,0.08745702345197223,0.7702429430985428,0.14230003344948491,2,tech
83,0.17848100456326088,0.4811729660018171,0.340346029434922,2,1,0.21271172960264448,0.11470628444594519,0.6725819859514104,0.6725819859514104,2,tech
84,0.1071279297624944,0.11795815453871118,0.7749139156987944,2,1,0.22681954439313887,0.14431186194184473,0.6288685936650164,0.6288685936650164,2,tech
85,0.5139693487713297,0.42439710234991945,0.061633548878750735,0,0,0.16377607591194268,0.09345053461771172,0.7427733894703455,0.16377607591194268,2,tech
86,0.0548901050031385,0.5240505188833939,0.4210593761134677,2,1,0.23255424203028416,0.12155498362573494,0.6458907743439808,0.6458907743439808,2,tech
87,0.29876294988099383,0.4100090727029797,0.29122797741602646,1,0,0.19471971612469816,0.10975716939993743,0.6955231144753644,0.10975716939993743,2,tech
88,0.11410836640890483,0.09490739978043244,0.7909842338106627,1,0,0.2258276971905832,0.14534459643687175,0.628827706372545,0.14534459643687175,2,tech
89,0.5747395759922032,0.09447234565847758,0.3307880783493193,1,1,0.15894160865567228,0.10656950511181215,0.7344888862325156,0.10656950511181215,2,tech
90,0.24026949346177834,0.2379400208114997,0.5217904857267219,2,0,0.20514165469389428,0.12478304819765156,0.6700752971084541,0.6700752971084541,2,tech
91,0.3586578063141918,0.21221641814453118,0.42912577554127707,2,0,0.18765545372735237,0.11675860316723606,0.6955859431054116,0.6955859431054116,2,tech
92,0.2956114195698927,0.22457721341773987,0.47981136701236754,2,1,0.19685920713867555,0.12109477628956482,0.6820460165717597,0.6820460165717597,2,tech
93,0.2061857777319605,0.3293369263045654,0.4644772959634742,0,1,0.20967774580919205,0.12178182666014538,0.6685404275306627,0.20967774580919205,2,tech
94,0.4475767706221004,0.40958432268897416,0.14283890668892538,0,0,0.1730677571179861,0.09886430719338268,0.7280679356886313,0.1730677571179861,2,tech
95,0.2073522199205797,0.630375703719746,0.16227207635967433,1,0,0.20663143691371144,0.1041047232159371,0.6892638398703516,0.1041047232159371,2,tech
96,0.5267181041180893,0.2994761423028714,0.17380575357903927,1,1,0.16333625134552326,0.0989802727550524,0.7376834758994243,0.0989802727550524,2,tech
97,0.4921592211162559,0.13546873582713792,0.3723720430566062,0,0,0.1695477328550663,0.11068804269639285,0.7197642244485408,0.1695477328550663,2,tech
98,0.3536566519196552,0.3909384879712908,0.255404860109054,0,0,0.1867337391985517,0.1067255150468715,0.7065407457545768,0.1867337391985517,2,tech
99,0.1886526398360995,0.36193475050118895,0.4494126096627115,1,1,0.21215848880415328,0.12115054089874165,0.6666909702971051,0.12115054089874165,2,tech
100,0.45281776381247807,0.2317621761055071,0.31542006008201484,1,0,0.1740788279183789,0.10821214626844182,0.7177090258131793,0.10821214626844182,2,tech
101,0.3310460284822819,0.2522670996863381,0.41668687183138003,0,1,0.1913532552032433,0.11654171544570506,0.6921050293510517,0.1913532552032433,2,tech
102,0.4441452784409732,0.31442085842793216,0.24143386313109458,0,0,0.17450157780329079,0.10423829254179452,0.7212601296549147,0.17450157780329079,2,tech
103,0.5986365336926328,0.26909425901841455,0.13226920728895278,2,0,0.1541979575959326,0.09539879847083088,0.7504032439332365,0.7504032439332365,2,tech
104,0.4149528370020201,0.31705558682326934,0.2679915761747105,1,0,0.1785948425353453,0.10627600285978928,0.7151291546048655,0.10627600285978928,2,tech
105,0.5502921975571706,0.34623912125854966,0.10346868118427974,0,0,0.15972763567038323,0.09487484957940605,0.7453975147502108,0.15972763567038323,2,tech
106,0.2607313063427061,0.5347854265052547,0.20448326715203927,1,0,0.19927999167132252,0.10553851303092457,0.6951814952977529,0.10553851303092457,2,tech
107,0.3659554386999422,0.3177373185180396,0.31630724278201827,1,0,0.18563864103365846,0.10995465971359127,0.7044066992527502,0.10995465971359127,2,tech
108,0.6005484147898974,0.06134140331499641,0.33811018189510617,0,0,0.1559112345021021,0.1064302587047499,0.7376585067931479,0.1559112345021021,2,tech
109,0.3335566522722085,0.4061716831075894,0.260271664620202,0,1,0.1895515139282795,0.10736773661551713,0.7030807494562035,0.1895515139282795,2,tech
110,0.5490311042459871,0.1598331295114598,0.29113576624255316,1,0,0.16170987186591984,0.10488824911071602,0.7334018790233641,0.10488824911071602,2,tech
111,0.20198192452344746,0.1523530942330983,0.6456649812434542,1,0,0.21167891143179574,0.13362254275749247,0.6546985458107117,0.13362254275749247,2,tech
112,0.08698808345465758,0.5144426194017909,0.39856929714355155,1,0,0.2272873989294555,0.11968192864702436,0.6530306724235201,0.11968192864702436,2,tech
113,0.14711143579873456,0.39021624133785643,0.46267232286340915,1,0,0.2185377501740041,0.12268475880840704,0.6587774910175889,0.12268475880840704,2,tech
114,0.7125138039151765,0.23665862469525983,0.050827571389563724,2,0,0.14036288843562472,0.08907324730217225,0.7705638642622029,0.7705638642622029,2,tech
115,0.2723517828630707,0.3429286867147012,0.3847195304222279,1,0,0.19934749718299175,0.11571532162001691,0.6849371811969913,0.11571532162001691,2,tech
116,0.41554131840817893,0.27629889944063446,0.3081597821511866,2,0,0.1788994254076718,0.10853376374205201,0.7125668108502763,0.7125668108502763,2,tech
117,0.2867970804679858,0.23622371407335885,0.47697920545865535,1,0,0.19808555358305435,0.12108578179392923,0.6808286646230164,0.12108578179392923,2,tech
118,0.44021555894525344,0.48470703003139587,0.07507741102335073,0,0,0.17331567986657967,0.0954896955932665,0.7311946245401538,0.17331567986657967,2,tech
119,0.15214001007717987,0.27049152564746914,0.577368464275351,0,0,0.21867007765492344,0.12996460770108523,0.6513653146439913,0.21867007765492344,2,tech
120,0.18501518380088564,0.5128084612188802,0.30217635498023404,2,1,0.2113706632368106,0.1123561432124583,0.6762731935507311,0.6762731935507311,2,tech
121,0.3057623386276453,0.362730434586592,0.3315072267857627,0,1,0.19411574605899995,0.11195883869919593,0.6939254152418042,0.19411574605899995,2,tech
122,0.3607455328101155,0.5080969673636859,0.1311574998261985,1,0,0.18449981229651174,0.0998301755861601,0.7156700121173282,0.0998301755861601,2,tech
123,0.5426178394137257,0.22785364244012085,0.22952851814615355,1,0,0.1619163229181776,0.10164140155018216,0.7364422755316403,0.10164140155018216,2,tech
124,0.15314011123737584,0.5849314233699863,0.2619284653926379,1,0,0.21578745982063832,0.11054734236950207,0.6736651978098596,0.11054734236950207,2,tech
125,0.4436983244768136,0.4322506641658857,0.1240510113573007,2,1,0.17337759285163107,0.09795220346228059,0.7286702036860883,0.7286702036860883,2,tech
126,0.043576694230910915,0.4656081130359585,0.4908151927331306,0,0,0.23493125456413871,0.12611092961468898,0.6389578158211723,0.23493125456413871,2,tech
127,0.5601594976698338,0.05452371784783173,0.3853167844823345,2,1,0.16119658445677013,0.10999997002885044,0.7288034455143795,0.7288034455143795,2,tech
128,0.48124325062001533,0.12297007878984514,0.3957866705901396,1,0,0.1711454717741191,0.11228478935920562,0.7165697388666752,0.11228478935920562,2,tech
129,0.7210856322077346,0.03538830635183567,0.24352606144042982,2,1,0.14124210991788136,0.09865236049155651,0.760105529590562,0.760105529590562,2,tech
130,0.51980644408891,0.46143602578551784,0.018757530125572193,1,0,0.1625962608724245,0.0912141424228223,0.7461895967047532,0.0912141424228223,2,tech
131,0.510008096977928,0.23217782809613602,0.257814074925936,0,0,0.16623787253620814,0.10384134982225132,0.7299207776415406,0.16623787253620814,2,tech
132,0.3775171473171744,0.5627696467055411,0.059713205977284474,1,0,0.1814596847727072,0.095822186509689,0.7227181287176039,0.095822186509689,2,tech
133,0.41166706826255084,0.274401997987463,0.31393093374998604,2,1,0.17946758236497415,0.1089388059863786,0.7115936116486472,0.7115936116486472,2,tech
134,0.2663451182365771,0.3244463883468184,0.40920849341660454,2,0,0.2004272316925234,0.11730066449762733,0.6822721038098493,0.6822721038098493,2,tech
135,0.5120420867102482,0.15133798160415654,0.33661993168559523,1,1,0.1667164327720059,0.10821628806488424,0.7250672791631099,0.10821628806488424,2,tech
136,0.44998888148568617,0.18098141383748428,0.36902970467682955,1,0,0.17493681763808125,0.11135957476032386,0.7137036076015949,0.11135957476032386,2,tech
137,0.48229727713410725,0.20693029250856407,0.31077243035732866,2,1,0.1702422262345549,0.10735614323926305,0.7224016305261821,0.7224016305261821,2,tech
138,0.48769467756279705,0.050377814059207264,0.4619275083779957,2,0,0.17089035875811162,0.1160976361853665,0.7130120050565218,0.7130120050565218,2,tech
139,0.06733545044164536,0.02378918051532859,0.908875369043026,2,0,0.23361674004300384,0.15485668881953268,0.6115265711374634,0.6115265711374634,2,tech
140,0.38433356207092556,0.6121300213785732,0.0035364165505011014,1,0,0.17992263550452037,0.092875277695887,0.7272020867995926,0.092875277695887,2,tech
141,0.09660632642363247,0.37799799360221614,0.5253956799741514,2,1,0.2268267526005327,0.1275051602167369,0.6456680871827304,0.6456680871827304,2,tech
142,0.3135077805376263,0.5515975857728365,0.1348946336895371,1,0,0.19106278816590483,0.10085516695256595,0.7080820448815291,0.10085516695256595,2,tech
143,0.3619329346705526,0.43184103981309957,0.20622602551634797,2,1,0.18511267679045876,0.10384901803901847,0.7110383051705228,0.7110383051705228,2,tech
144,0.5640569875522844,0.06412861459536622,0.3718143978523494,2,1,0.16060305165488073,0.10913607876438641,0.7302608695807329,0.7302608695807329,2,tech
145,0.5782621703968716,0.056267715897040736,0.3654701137060878,1,0,0.1588252917599869,0.1084659323837468,0.7327087758562663,0.1084659323837468,2,tech
146,0.3824643286871867,0.14055677979317652,0.4769788915196368,0,0,0.1848255909098074,0.11921061591231412,0.6959637931778784,0.1848255909098074,2,tech
147,0.004574792744999568,0.19693106456971834,0.7984941426852821,1,0,0.2431377949180709,0.14768090321372235,0.6091813018682067,0.14768090321372235,2,tech
148,0.1654174890734764,0.4407405081171028,0.39384200280942083,1,0,0.21516714335515352,0.11813284514635752,0.6667000114984889,0.11813284514635752,2,tech
149,0.39496934834366704,0.5070901789025953,0.09794047275373756,2,0,0.17952820692861443,0.09748082381332149,0.7229909692580642,0.7229909692580642,2,tech_to_music_fade
150,0.4651843154641335,0.031004685383587603,0.5038109991522788,2,0,0.19011908329972171,0.12346456250411295,0.6864163541961653,0.6864163541961653,2,tech_to_music_fade
151,0.3807528611725245,0.30904774451819744,0.31019939430927806,0,0,0.21223502965788285,0.11829397853253422,0.6694709918095829,0.21223502965788285,2,tech_to_music_fade
152,0.34112999551885415,0.48867247994007257,0.17019752454107326,1,0,0.22716786961786148,0.11616726147700837,0.6566648689051301,0.11616726147700837,2,tech_to_music_fade
153,0.5001592785683349,0.2689658949640963,0.23087482646756888,2,1,0.23087580508009342,0.12060742924912969,0.648516765670777,0.648516765670777,2,tech_to_music_fade
154,0.3469003189351331,0.28196740968169975,0.37113227138316707,0,1,0.2653383188914422,0.1351005775196476,0.5995611035889101,0.2653383188914422,2,tech_to_music_fade
155,0.20932866111545798,0.29638914965406804,0.494282189230474,2,1,0.2955561719037265,0.14831714018623218,0.5561266879100413,0.5561266879100413,2,tech_to_music_fade
156,0.2886682352016258,0.2226351794075735,0.4886965853908006,1,0,0.30924802794317535,0.14961388392843214,0.5411380881283925,0.14961388392843214,2,tech_to_music_fade
157,0.40770275720216564,0.3183845747895315,0.27391266800830283,2,0,0.31076910414692954,0.1411129392958079,0.5481179565572625,0.5481179565572625,2,tech_to_music_fade
158,0.4060487082404252,0.3062188795342855,0.28773241222528934,2,0,0.3309343000112105,0.14529367605634227,0.5237720239324472,0.5237720239324472,2,tech_to_music_fade
159,0.024550044633829676,0.4172323695010918,0.5582175858650785,2,1,0.35638118309154027,0.1719584677213644,0.4716603491870953,0.4716603491870953,2,tech_to_music_fade
160,0.10107455863786362,0.5268821137647196,0.3720433275974169,0,0,0.3550731646313175,0.1674769769076073,0.4774498584610751,0.3550731646313175,2,tech_to_music_fade
161,0.29549071463825594,0.5930050696554358,0.11150421570630831,2,0,0.3572922330045125,0.15692209057323706,0.4857856764222504,0.4857856764222504,2,tech_to_music_fade
162,0.5583121049810049,0.008826638222390387,0.43286125679660475,1,0,0.4513171790402774,0.1495084846754831,0.3991743362842395,0.1495084846754831,0,tech_to_music_fade
163,0.24077825023065583,0.12648333020623712,0.6327384195631071,1,0,0.4529360578485784,0.1708038431765934,0.3762600989748282,0.1708038431765934,0,tech_to_music_fade
164,0.3193398338565659,0.2170634488705718,0.4635967172728623,1,0,0.4615975376828224,0.16667922332605029,0.37172323899112736,0.16667922332605029,0,tech_to_music_fade
165,0.44553903610214185,0.5385112220278435,0.015949741870014494,2,1,0.43487376156467805,0.16270705217655546,0.4024191862587664,0.4024191862587664,0,tech_to_music_fade
166,0.258727043627887,0.31893793062701653,0.4223350257450965,2,0,0.4782275168197556,0.17515210977728476,0.3466203734029596,0.3466203734029596,0,tech_to_music_fade
167,0.3585813829154978,0.3775136466484081,0.2639049704360941,0,0,0.49370355507210323,0.1706185324634834,0.33567791246441325,0.49370355507210323,0,tech_to_music_fade
168,0.44848882644260185,0.4859749216618254,0.06553625189557286,0,1,0.49999328552629985,0.16896647406728113,0.33104024040641905,0.49999328552629985,0,tech_to_music_fade
169,0.4451798485463078,0.06615501266973473,0.4886651387839575,2,0,0.6037470114672119,0.1507726774888798,0.2454803110439083,0.2454803110439083,0,tech_to_music_fade
170,0.1872191861313247,0.50049114059879,0.31228967326988516,0,0,0.49596730917127746,0.19554048805431573,0.3084922027744067,0.49596730917127746,0,tech_to_music_fade
171,0.7036496532331579,0.004059671645738614,0.29229067512110357,2,0,0.6940580441462423,0.12206334365138873,0.18387861220236887,0.18387861220236887,0,tech_to_music_fade
172,0.3834146106240931,0.4098077634424035,0.20677762593350327,2,0,0.5775068559932593,0.17434610940542783,0.24814703460131285,0.24814703460131285,0,tech_to_music_fade
173,0.4004543044728557,0.19889517867137474,0.4006505168557696,2,0,0.6466401719737346,0.15503933733514877,0.1983204906911165,0.1983204906911165,0,tech_to_music_fade
174,0.7433896933956565,0.21300915474662094,0.04360115185772254,0,1,0.720659222227633,0.12329757452354341,0.15604320324882348,0.720659222227633,0,tech_to_music_fade
175,0.4735835279901979,0.5157353776591359,0.010681094350666397,0,1,0.6164496061758039,0.17506483271927778,0.2084855611049183,0.6164496061758039,0,tech_to_music_fade
176,0.48976997907379655,0.2304351680880522,0.27979485283815125,1,0,0.7065352367201628,0.1422107761033063,0.15125398717653074,0.1422107761033063,0,tech_to_music_fade
177,0.47595894625364826,0.23977368006896418,0.28426737367738764,0,1,0.7172179601344899,0.14188631794207657,0.14089572192343347,0.7172179601344899,0,tech_to_music_fade
178,0.27081237269787395,0.507489450477021,0.22169817682510506,1,0,0.6128359219321875,0.1984290379915193,0.1887350400762932,0.1984290379915193,0,tech_to_music_fade
179,0.5106820477384458,0.4699911734010659,0.019326778860488236,2,0,0.7642645217859295,0.09621740681078415,0.13951807140328637,0.13951807140328637,0,music
180,0.1512436517927294,0.38985084507614126,0.45890550313112943,0,0,0.5624151599531727,0.17924477063940675,0.25834006940742066,0.5624151599531727,0,music
181,0.1669463091398985,0.6103433855566202,0.22271030530348146,1,0,0.6525450535887319,0.12794000124677574,0.21951494516449233,0.12794000124677574,0,music
182,0.41218048065354257,0.2514604608420108,0.3363590585044467,0,1,0.6478347067686102,0.15746687888775088,0.194698414343639,0.6478347067686102,0,music
183,0.497233129254466,0.39641151825898324,0.10635535248655076,1,0,0.7368916378975333,0.1110209012837283,0.1520874608187384,0.1110209012837283,0,music
184,0.49990214854454595,0.06380174443388575,0.4362961070215683,0,1,0.622160802489599,0.1844348588271782,0.19340433868322268,0.622160802489599,0,music
185,0.435039484441509,0.39837738918563886,0.16658312637285222,1,0,0.7098997572514499,0.12158662191318945,0.16851362083536067,0.12158662191318945,0,music
